Id,Weekly_Sales
1_14_2013-05-03,15541.468164592789
1_14_2013-05-10,15179.032349609022
1_14_2013-05-17,14964.705857987532
1_14_2013-05-24,13955.622483063345
1_14_2013-05-31,14486.263230300101
1_14_2013-06-07,14364.154138408367
1_14_2013-06-14,13909.02646698061
1_14_2013-06-21,13490.567258424473
1_14_2013-06-28,15127.937781793622
1_14_2013-07-05,16276.858377636774
1_14_2013-07-12,13560.968649387025
1_14_2013-07-19,12342.301952827785
1_14_2013-07-26,12455.77399042738
1_16_2012-11-02,6788.378508440078
1_16_2012-11-09,6069.439183785074
1_16_2012-11-16,5203.585336282298
1_16_2012-11-23,8246.531173942021
1_16_2012-11-30,6820.891637674716
1_16_2012-12-07,5133.74905526905
1_16_2012-12-14,4972.637376663937
1_16_2012-12-21,5668.896636334071
1_16_2012-12-28,5948.214582101209
1_16_2013-01-04,6345.280532410767
1_16_2013-01-11,5971.239282879679
1_16_2013-01-18,6197.54921504422
1_16_2013-01-25,6423.870593902277
1_16_2013-02-01,10110.612007128793
1_16_2013-02-08,12753.692625311382
1_16_2013-02-15,12945.404631704438
1_16_2013-02-22,19395.43211995897
1_16_2013-03-01,29316.154537939477
1_16_2013-03-08,30393.822825992233
1_16_2013-03-15,43562.34045702926
1_16_2013-03-22,44135.49895133886
1_16_2013-03-29,49018.59502282284
1_16_2013-04-05,55233.67453806706
1_16_2013-04-12,52495.542926954215
1_16_2013-04-19,44456.40286986913
1_16_2013-04-26,42349.813081213055
1_16_2013-05-03,43608.14795369777
1_16_2013-05-10,40351.73346302942
1_16_2013-05-17,38490.43542537431
1_16_2013-05-24,41800.12033791525
1_16_2013-05-31,42512.14060077606
1_16_2013-06-07,37329.851022230054
1_16_2013-06-14,33973.049249301
1_16_2013-06-21,35128.14108762645
1_16_2013-06-28,36109.857720634864
1_16_2013-07-05,39026.12044703411
1_16_2013-07-12,24140.396137568063
1_16_2013-07-19,23912.56234007411
1_16_2013-07-26,22683.976228353426
1_17_2012-11-02,8287.667585888052
1_17_2012-11-09,7892.510973437931
1_17_2012-11-16,8713.448778042444
1_17_2012-11-23,12925.710732869162
1_17_2012-11-30,12369.34368389029
1_17_2012-12-07,10454.159723403838
1_17_2012-12-14,11493.882469898525
1_17_2012-12-21,16145.507949110772
1_17_2012-12-28,12439.216250905865
1_17_2013-01-04,8424.61546819925
1_17_2013-01-11,8944.99077016907
1_17_2013-01-18,7894.876499927976
1_17_2013-01-25,7585.244408254943
1_17_2013-02-01,8873.430794385544
1_17_2013-02-08,10731.893601485464
1_17_2013-02-15,11364.115380516749
1_17_2013-02-22,9940.129128419487
1_17_2013-03-01,11185.337931698115
1_17_2013-03-08,10808.329510966209
1_17_2013-03-15,8547.01240675356
1_17_2013-03-22,8007.79788870604
1_17_2013-03-29,8269.934462384002
1_17_2013-04-05,8573.797386037992
1_17_2013-04-12,7702.193632653874
1_17_2013-04-19,8418.151474327795
1_17_2013-04-26,7889.65666305
1_17_2013-05-03,7862.183200607869
1_17_2013-05-10,8399.72703229986
1_17_2013-05-17,8707.496380075187
1_17_2013-05-24,7442.936432133936
1_17_2013-05-31,7626.3741163959385
1_17_2013-06-07,8295.392839763714
1_17_2013-06-14,7295.475577101879
1_17_2013-06-21,7406.308464405594
1_17_2013-06-28,7789.097537185484
1_17_2013-07-05,8035.8959279210885
1_17_2013-07-12,7764.739683344878
1_17_2013-07-19,7562.700339938823
1_17_2013-07-26,7966.331071358722
1_18_2012-11-02,13189.147216813884
1_18_2012-11-09,10302.107833327684
1_18_2012-11-16,13628.165369479399
1_18_2012-11-23,30084.587273399127
1_18_2012-11-30,22528.84058551232
1_18_2012-12-07,44324.95734877114
1_18_2012-12-14,38269.183156503954
1_18_2012-12-21,25973.452493316334
1_18_2012-12-28,23514.15112632252
1_18_2013-01-04,4760.011646862785
1_18_2013-01-11,1760.5838221904119
1_18_2013-01-18,1719.0862262453848
1_18_2013-01-25,1811.3509940142194
1_18_2013-02-01,3557.215077453063
1_18_2013-02-08,12085.259519971683
1_18_2013-02-15,24580.054200301554
1_18_2013-02-22,2186.2801935872067
1_18_2013-03-01,1302.1796022332674
1_18_2013-03-08,1150.6508255238455
1_18_2013-03-15,1654.1330622519154
1_18_2013-03-22,5736.835283764249
1_18_2013-03-29,3463.7673862555066
1_18_2013-04-05,12106.822927360456
1_18_2013-04-12,3777.497323902624
1_18_2013-04-19,132.8864457745908
1_18_2013-04-26,18.426876401066693
1_18_2013-05-03,1.7836352814699694
1_18_2013-05-10,5.268889475404876
1_18_2013-05-17,1.7849425934903138
1_18_2013-05-24,1.9791892747002748
1_18_2013-06-07,3.4133333240908996
1_18_2013-07-05,3.805910012401455
1_19_2012-11-02,1226.2267288331236
1_19_2012-11-09,1253.4795264598793
1_19_2012-11-16,1162.5906286279078
1_19_2012-11-23,1129.5667630251328
1_19_2012-11-30,1368.052505301168
1_19_2012-12-07,1519.9526625332564
1_19_2012-12-14,1495.5518094890972
1_19_2012-12-21,1593.0682109192107
1_19_2012-12-28,1165.0431899224773
1_19_2013-01-04,729.0077140167737
1_19_2013-01-11,757.7348058137909
1_19_2013-01-18,753.6282676588801
1_19_2013-01-25,774.0730129467152
1_19_2013-02-01,929.8494328611896
1_19_2013-02-08,1024.9805034508977
1_19_2013-02-15,900.4631578044384
1_19_2013-02-22,990.7362141833637
1_19_2013-03-01,870.169161926
1_19_2013-03-08,1318.0915938989224
1_19_2013-03-15,1194.1155396962408
1_19_2013-03-22,1105.3664604508172
1_19_2013-03-29,1029.3522363777483
1_19_2013-04-05,948.2937719970123
1_19_2013-04-12,841.3583394995001
1_19_2013-04-19,1068.8847112280155
1_19_2013-04-26,758.7885131614032
1_19_2013-05-03,1277.5688767339589
1_19_2013-05-10,1694.1283860315812
1_19_2013-05-17,1444.6701065680782
1_19_2013-05-24,1129.6683097286418
1_19_2013-05-31,1127.3001665405186
1_19_2013-06-07,1199.1516404156796
1_19_2013-06-14,1018.6300562686611
1_19_2013-06-21,1031.3547903591962
1_19_2013-06-28,1033.0536257465164
1_19_2013-07-05,1120.5532470342832
1_19_2013-07-12,1006.808638676071
1_19_2013-07-19,982.3785853147583
1_19_2013-07-26,1017.3640977142818
1_20_2012-11-02,3151.149150195455
1_20_2012-11-09,3069.4709045007794
1_20_2012-11-16,3015.1617387248207
1_20_2012-11-23,5197.457085818742
1_20_2012-11-30,3282.999640875715
1_20_2012-12-07,3052.935272746703
1_20_2012-12-14,3323.377104209064
1_20_2012-12-21,4458.765698761162
1_20_2012-12-28,4635.351964075445
1_20_2013-01-04,3672.1738373168855
1_20_2013-01-11,4051.8790549713076
1_20_2013-01-18,3817.88768529379
1_20_2013-01-25,3529.664885036079
1_20_2013-02-01,4540.327290689777
1_20_2013-02-08,5332.979382783172
1_20_2013-02-15,5017.0332597321885
1_20_2013-02-22,4607.738953668374
1_20_2013-03-01,5247.496337831391
1_20_2013-03-08,6223.920524360584
1_20_2013-03-15,4774.143275344046
1_20_2013-03-22,4206.126571599627
1_20_2013-03-29,4797.232250160889
1_20_2013-04-05,4072.300248783031
1_20_2013-04-12,3821.1112060288333
1_20_2013-04-19,4117.727734285716
1_20_2013-04-26,4397.485336972935
1_20_2013-05-03,4470.24541680182
1_20_2013-05-10,4625.255372198179
1_20_2013-05-17,4766.418921080608
1_20_2013-05-24,4511.196599692542
1_20_2013-05-31,4771.427470682885
1_20_2013-06-07,5029.71179950641
1_20_2013-06-14,4321.50261346217
1_20_2013-06-21,4886.945415098085
1_20_2013-06-28,4735.426614520482
1_20_2013-07-05,5256.718229458432
1_20_2013-07-12,4188.858826904654
